user_id,condition_id,n_interactions,error_bin,error_continuous,bias_target,bias_observed,signed_error
55d0761e34e9060012e5782a,2,1,0.2,0.20000000000000018,4.2,4.0,-0.20000000000000018
571b37aa5d40840011c3a04d,2,1,0.2,0.19999999999999973,2.8,2.6,-0.19999999999999973
5797bc9aad1a6c000146818c,2,1,0.2,0.20000000000000018,3.0,2.8,-0.20000000000000018
590a361371adfd000150e4c2,2,1,0.2,0.20000000000000018,3.0,3.2,0.20000000000000018
59a9c0291b7a550001d6392e,2,1,0.2,0.20000000000000018,4.0,3.8,-0.20000000000000018
5abbe13268b65b00018cf94b,2,1,0.2,0.19999999999999973,2.2,2.4,0.19999999999999973
5c60501d767686000100150c,2,1,0.2,0.19999999999999973,3.6,3.8,0.19999999999999973
5c9ade667bc68a00134ceca8,2,1,0.2,0.19999999999999973,3.4,3.2,-0.19999999999999973
5ce5a99c0af4f10015c5b6cf,2,1,0.2,0.20000000000000018,2.6,2.4,-0.20000000000000018
5ea06914c2b73202ae7a3f29,2,1,0.2,0.20000000000000018,3.0,3.2,0.20000000000000018
5f1ad337b6464a21cea3a611,2,1,0.2,0.20000000000000018,4.0,3.8,-0.20000000000000018
5fd93a1e8950531f9a92074d,2,1,0.2,0.20000000000000018,3.0,2.8,-0.20000000000000018
60fc1f84103c6aa86a429ada,2,1,0.2,0.19999999999999973,2.2,2.4,0.19999999999999973
62a1d848cc2237ff6738870f,2,1,0.2,0.19999999999999973,3.6,3.8,0.19999999999999973
62fb99ba42c48ba113e1e799,2,1,0.2,0.20000000000000018,3.0,3.2,0.20000000000000018
6400e3c204aea7cb2894eb54,2,1,0.2,0.19999999999999973,2.6,2.8,0.19999999999999973
64e61891542003e1b394bad3,2,1,0.2,0.19999999999999973,3.4,3.2,-0.19999999999999973
65e1e16d9f7eaa10f3454025,2,1,0.2,0.20000000000000018,3.4,3.6,0.20000000000000018
6658d105095fc1ce71c51d57,2,1,0.2,0.20000000000000018,4.0,4.2,0.20000000000000018
665ddf309813ddc0869e8780,2,1,0.2,0.20000000000000018,4.0,3.8,-0.20000000000000018
6662102ca89d19b10f5439c6,2,1,0.2,0.19999999999999973,2.8,2.6,-0.19999999999999973
666ec9dfb9039b8071d8bb25,2,1,0.2,0.19999999999999973,3.2,3.4,0.19999999999999973
66acd6fce13998efa02007a6,2,1,0.2,0.20000000000000018,3.0,3.2,0.20000000000000018
672c7b4a1c2fb5ff8e15208c,2,1,0.2,0.20000000000000018,2.6,2.4,-0.20000000000000018
673c6b25770ca42d0a44973d,2,1,0.2,0.19999999999999973,2.8,2.6,-0.19999999999999973
674a0461b10836f07aa6d857,2,1,0.2,0.20000000000000018,2.2,2.0,-0.20000000000000018
676ae47a7cae28cecaf838e6,2,1,0.2,0.20000000000000018,4.0,3.8,-0.20000000000000018
6773edcbb205d22a2e097948,2,1,0.2,0.20000000000000018,4.0,3.8,-0.20000000000000018
6941ba7773700f50256ddafe,2,1,0.2,0.19999999999999973,2.4,2.2,-0.19999999999999973
5ac7e8331667e40001d8826d,2,1,0.0,0.0,3.0,3.0,0.0
5c00043a6d931200019bcb9b,2,1,0.0,0.0,2.8,2.8,0.0
5c5c8b70758f310001ed429a,2,1,0.0,0.0,3.8,3.8,0.0
5c62de3f48fe4e000180e09d,2,1,0.0,0.0,3.0,3.0,0.0
5d358df3f7b9c100015af0d0,2,1,0.0,0.0,3.2,3.2,0.0
5db1b1b6cd3329000ba29566,2,1,0.0,0.0,3.2,3.2,0.0
5e541ea6b0c66e41d2a91c61,2,1,0.0,0.0,3.2,3.2,0.0
5e9adc3d7848b717401fb4c2,2,1,0.0,0.0,4.2,4.2,0.0
5ee637a18976fc391312fe01,2,1,0.0,0.0,4.0,4.0,0.0
5fc4dd560975a70009b9abe2,2,1,0.0,0.0,3.0,3.0,0.0
60a6b2ed58d0aaed52f1dcf4,2,1,0.0,0.0,3.0,3.0,0.0
62fb7acaf60ed51dd71d3bfb,2,1,0.0,0.0,3.8,3.8,0.0
634699cbb044d59e19d5a7ea,2,1,0.0,0.0,3.8,3.8,0.0
637545d6428d85daeedc3df5,2,1,0.0,0.0,2.6,2.6,0.0
63d7a100223f6750c377fbe2,2,1,0.0,0.0,3.4,3.4,0.0
64649341d6cf5354575444d1,2,1,0.0,0.0,3.2,3.2,0.0
6658d66a5e45cac0aaeb54de,2,1,0.0,0.0,3.4,3.4,0.0
6659f601d56e7e7f20ceb67d,2,1,0.0,0.0,2.8,2.8,0.0
6666ddd2507ac4efb0d2cea4,2,1,0.0,0.0,3.8,3.8,0.0
669f909eb78432a16a7067c5,2,1,0.0,0.0,4.2,4.2,0.0
66b10f84b7369dab5337366c,2,1,0.0,0.0,3.2,3.2,0.0
66be7c2b8e62080ff8341d96,2,1,0.0,0.0,4.0,4.0,0.0
66d4407f31981698998d25d8,2,1,0.0,0.0,3.2,3.2,0.0
67269f439696d166fbb74e09,2,1,0.0,0.0,2.8,2.8,0.0
67793acc4f150df7c4ef6898,2,1,0.0,0.0,3.4,3.4,0.0
5eb162b0dc71ec243a783edc,2,1,0.4,0.3999999999999999,2.8,2.4,-0.3999999999999999
5f58c306ee03f104eb88bae3,2,1,0.4,0.3999999999999999,2.4,2.0,-0.3999999999999999
6618ff44aa0da9b39d6beda2,2,1,0.4,0.3999999999999999,2.6,3.0,0.3999999999999999
666af621e0cefa7dc393bbc5,2,1,0.4,0.3999999999999999,3.0,3.4,0.3999999999999999
671cdd2146a2a9d3d0535132,2,1,0.4,0.3999999999999999,2.6,2.2,-0.3999999999999999
5664b80b4ef50400127da023,4,1,0.0,0.0,5.0,5.0,0.0
56896433d3d6a7000ca23d94,4,1,0.0,0.0,5.0,5.0,0.0
58bbed6fab807a000184525d,4,1,0.0,0.0,5.0,5.0,0.0
59528096d5822e000125a5e7,4,1,0.0,0.0,5.0,5.0,0.0
59ccd702faf42e00012b68f5,4,1,0.0,0.0,5.0,5.0,0.0
59f8b44d07e3780001ccd7b5,4,1,0.0,0.0,5.0,5.0,0.0
59ff8226ab721b0001ef6e61,4,1,0.0,0.0,5.0,5.0,0.0
5b17642244127b00013f7f65,4,1,0.0,0.0,5.0,5.0,0.0
5b4a3ab1bc06c90001f902f4,4,1,0.0,0.0,5.0,5.0,0.0
5b5729fda56d6800013b189a,4,1,0.0,0.0,5.0,5.0,0.0
5b97a1e083bd380001b92485,4,1,0.0,0.0,5.0,5.0,0.0
5bc879d3836d560001fc421a,4,1,0.0,0.0,5.0,5.0,0.0
5bcf6b423a99c40001542fa1,4,1,0.0,0.0,5.0,5.0,0.0
5c4f5967aac8be0001716a65,4,1,0.0,0.0,5.0,5.0,0.0
5c50efd2cc71f4000125ce0d,4,1,0.0,0.0,5.0,5.0,0.0
5c5371f0560b120001fc2c85,4,1,0.0,0.0,5.0,5.0,0.0
5e15d85bd62abeba42692ed3,4,1,0.0,0.0,5.0,5.0,0.0
5e203085ac30fa331b586690,4,1,0.0,0.0,5.0,5.0,0.0
5e63cacbe43f28152567f42b,4,1,0.0,0.0,5.0,5.0,0.0
5e650e7afc8a902839459455,4,1,0.0,0.0,5.0,5.0,0.0
5e9edad6e7784d016ed87b36,4,1,0.0,0.0,5.0,5.0,0.0
5eceb8411480c30fb89c7c54,4,1,0.0,0.0,5.0,5.0,0.0
5f0766baa1aa2f12767758cd,4,1,0.0,0.0,5.0,5.0,0.0
5f428e5cea3135095f68b561,4,1,0.0,0.0,5.0,5.0,0.0
5f8aa207fb62d0000838847c,4,1,0.0,0.0,5.0,5.0,0.0
5fcfc1cf5aaa211308f4a1d2,4,1,0.0,0.0,5.0,5.0,0.0
608702d7661a76c56f62a02a,4,1,0.0,0.0,5.0,5.0,0.0
60a6e4db0fb2c1d91fc00724,4,1,0.0,0.0,5.0,5.0,0.0
61167ac051d9dca3173af391,4,1,0.0,0.0,5.0,5.0,0.0
61bb376140db417c1a138a3e,4,1,0.0,0.0,5.0,5.0,0.0
627966f3451caac7a46ca880,4,1,0.0,0.0,5.0,5.0,0.0
62e02b26e879244a99e852fa,4,1,0.0,0.0,5.0,5.0,0.0
62e94bce63b1acd1a52c4e07,4,1,0.0,0.0,5.0,5.0,0.0
631745a70c7c585248df1a5d,4,1,0.0,0.0,5.0,5.0,0.0
63469c570cfe46f801523b66,4,1,0.0,0.0,5.0,5.0,0.0
63690a2fac1145493528cb9f,4,1,0.0,0.0,5.0,5.0,0.0
63874f631a1cdae0188d4e7a,4,1,0.0,0.0,5.0,5.0,0.0
63f35b6e3e6cef3c166edc4b,4,1,0.0,0.0,5.0,5.0,0.0
6400f15656e61ed1e8ff94f3,4,1,0.0,0.0,5.0,5.0,0.0
65e4a6bdde84e615dcac2651,4,1,0.0,0.0,5.0,5.0,0.0
665ab05ce8e62bc79a730f4d,4,1,0.0,0.0,5.0,5.0,0.0
665b2789a73e2b0adcf613f2,4,1,0.0,0.0,5.0,5.0,0.0
66635a51d2ef2f39abd09b67,4,1,0.0,0.0,5.0,5.0,0.0
66742f469fd0def2513ddac2,4,1,0.0,0.0,5.0,5.0,0.0
668e83730787c4cfc12b260b,4,1,0.0,0.0,5.0,5.0,0.0
6695991a6db58bdcd2d1e388,4,1,0.0,0.0,5.0,5.0,0.0
6698dc932afda97ccd9733be,4,1,0.0,0.0,5.0,5.0,0.0
66bc9847760de03da07d1f28,4,1,0.0,0.0,5.0,5.0,0.0
66e15d008ece1ef41a717f60,4,1,0.0,0.0,5.0,5.0,0.0
66e945a887e2c3adf5b0ce0e,4,1,0.0,0.0,5.0,5.0,0.0
66f69dcc061074dacb886b52,4,1,0.0,0.0,5.0,5.0,0.0
